ticker,company_name,sector,industry,market_cap,current_price,prev_close,atr,atr_pct,rsi7,rsi14,bb_position,above_ma5,above_ma10,above_ma20,macd,macd_signal,macd_hist,macd_trend,return_1d,return_3d,return_5d,volume_ratio,avg_intraday_range,gap_ups_5d,gap_downs_5d,premarket_change,news_sentiment_score,news_sentiment_label,technical_score,volatility_score,news_sentiment_score_normalized,gap_score,volume_score,day_trading_score,day_trading_strategy,strategy_details
APX.AX,APPEN FPO [APX],Technology,Information Technology Services,203473264,0.7900000214576721,0.8849999904632568,0.07428572007587977,9.403255450400007,48.27586348643645,44.5454556291751,0.5,False,False,False,-0.03344491444473563,-0.03156964844617237,-0.0018752659985632608,bearish,-1.2499987892806708,-8.139533916636388,-7.058823611909537,0.7202807754133326,8.694637363019009,2,1,,0.5,Positive,-20,100,75,18.0,15,27.45,Strong Sell,Strongly bearish technicals or insufficient volatility
